date,brent,crude,gasoline,heating,gas,natural
2008-01-02,97.84,99.62,2.4818,2.7404,855.0,7.85
2008-01-03,97.6,99.18,2.4793,2.7191,860.5,7.6739999999999995
2008-01-04,96.79,97.91,2.4677,2.6835,846.5,7.841
2008-01-07,94.39,95.09,2.3965,2.5935,816.5,7.879
2008-01-08,95.54,96.33,2.4263,2.6363,839.25,7.9670000000000005
2008-01-09,94.37,95.67,2.3884,2.6134,844.25,8.099
2008-01-10,92.22,93.71,2.3529,2.5573,844.25,8.259
2008-01-11,91.07,92.69,2.3465,2.5359,797.5,8.21
2008-01-14,92.92,94.2,2.3848,2.5892,808.5,8.353
2008-01-15,90.98,91.9,2.3426,2.5472,798.5,8.196
2008-01-16,89.75,90.84,2.3272,2.5184,780.5,8.133
2008-01-17,88.75,90.13,2.3112,2.5035,786.0,8.081
2008-01-18,89.23,90.57,2.3262,2.5074,789.5,7.992999999999999
2008-01-21,87.51,90.57,2.3262,2.5074,778.0,7.992999999999999
2008-01-22,88.45,89.85,2.3063,2.4726,776.75,7.67
2008-01-23,86.62,86.99,2.2748,2.4231,770.75,7.621
2008-01-24,89.07,89.41,2.3133,2.4763,774.25,7.8020000000000005
2008-01-25,90.9,90.71,2.3551,2.5191,797.75,7.983
2008-01-28,91.38,90.99,2.3702,2.5265,795.25,8.095
2008-01-29,92.0,91.64,2.3839,2.5418,810.5,7.996
2008-01-30,92.53,92.33,2.3944,2.5493,810.25,8.045
2008-01-31,92.21,91.75,2.3951,2.5345,797.0,8.074
2008-02-01,89.44,88.96,2.3503,2.4489,800.25,7.74
2008-02-04,90.47,90.02,2.3751,2.4833,799.75,7.869
2008-02-05,88.82,88.41,2.3511,2.4465,784.75,7.942
2008-02-06,87.78,87.14,2.3308,2.4188,784.75,7.994
2008-02-07,88.51,88.11,2.351,2.4585,788.75,8.102
2008-02-08,91.94,91.77,2.3572,2.5541,817.75,8.301
2008-02-11,93.53,93.59,2.3962,2.6044,849.0,8.531
2008-02-12,92.86,92.78,2.368,2.5911,849.0,8.436
2008-02-13,93.32,93.27,2.3899,2.6156,833.25,8.388
2008-02-14,95.09,95.46,2.4761,2.6666,847.25,8.772
2008-02-15,94.63,95.5,2.4938,2.6469,853.5,8.66
2008-02-18,94.91,95.5,2.4938,2.6469,853.75,8.66
2008-02-19,98.56,100.01,2.6031,2.7614,879.25,8.977
2008-02-20,98.42,100.74,2.5852,2.7546,885.0,8.965
2008-02-21,96.24,98.23,2.522,2.7381,888.0,8.891
2008-02-22,97.01,98.81,2.5337,2.763,890.0,9.146
2008-02-25,97.69,99.23,2.5419,2.7853,899.5,9.186
2008-02-26,99.47,100.88,2.5505,2.815,898.75,9.206
2008-02-27,98.27,99.64,2.4777,2.7711,893.75,8.93
2008-02-28,100.9,102.59,2.4957,2.8456,907.5,9.443
2008-02-29,100.1,101.84,2.5123,2.8397,915.0,9.366
2008-03-03,100.48,102.45,2.6298,2.8408,937.0,9.346
2008-03-04,97.52,99.52,2.5524,2.7918,914.25,9.353
2008-03-05,101.64,104.52,2.6649,2.9431,957.5,9.741
2008-03-06,102.61,105.47,2.6553,2.9733,965.0,9.742
2008-03-07,102.38,105.15,2.6578,2.947,972.5,9.769
2008-03-10,104.16,107.9,2.6583,2.9734,977.0,10.024
2008-03-11,105.25,108.75,2.6624,2.9957,979.75,10.0
2008-03-12,106.27,109.92,2.7286,3.0244,979.75,10.011000000000001
2008-03-13,107.54,110.33,2.6828,3.1248,977.75,10.23
2008-03-14,107.55,110.21,2.6894,3.1465,997.75,9.868
2008-03-17,101.75,105.68,2.5042,3.0684,957.5,9.1
2008-03-18,105.56,109.42,2.66,3.1379,975.25,9.414
2008-03-19,100.72,104.48,2.5603,3.0167,957.0,9.024
2008-03-20,100.38,101.84,2.6051,2.9772,922.0,9.065
2008-03-24,99.86,100.86,2.6412,2.9631,928.5,9.329
2008-03-25,100.6,101.22,2.6203,2.9248,909.25,9.419
2008-03-26,103.99,105.9,2.7429,3.0438,947.25,9.572000000000001
2008-03-27,105.0,107.58,2.7163,3.1483,962.75,9.578
2008-03-28,103.77,105.62,2.717,3.105,962.0,9.8
2008-03-31,100.3,101.58,2.6163,3.0492,969.0,10.101
2008-04-01,100.17,100.98,2.6392,2.8797,927.0,9.724
2008-04-02,103.75,104.83,2.7736,2.951,923.75,9.832
2008-04-03,102.52,103.83,2.7243,2.9228,956.75,9.417
2008-04-04,104.9,106.23,2.7567,2.9921,963.25,9.322000000000001
2008-04-07,107.14,109.09,2.7835,3.0843,1004.0,9.791
2008-04-08,106.34,108.5,2.7504,3.1102,999.0,9.697000000000001
2008-04-09,108.47,110.87,2.7742,3.2345,1024.75,10.056000000000001
2008-04-10,108.2,110.11,2.7921,3.194,1024.75,10.097999999999999
2008-04-11,108.75,110.14,2.8073,3.1975,1013.0,9.901
2008-04-14,109.84,111.76,2.8218,3.2029,1017.75,10.052999999999999
2008-04-15,111.31,113.79,2.881,3.2739,1039.75,10.205
2008-04-16,112.66,114.93,2.939,3.283,1044.75,10.433
2008-04-17,112.43,114.86,2.9578,3.2674,1037.75,10.383
2008-04-18,113.92,116.69,2.9893,3.2923,1051.0,10.587
2008-04-21,114.43,117.48,2.9791,3.3114,1057.0,10.732999999999999
2008-04-22,115.95,119.37,3.0164,3.3169,1068.5,10.607000000000001
2008-04-23,116.46,118.3,3.0507,3.325,1068.25,10.780999999999999
2008-04-24,114.34,116.06,3.0186,3.2583,1076.25,10.79
2008-04-25,116.34,118.52,3.0537,3.3028,1085.75,10.963
2008-04-28,116.74,118.75,3.0307,3.2988,1083.75,11.28
2008-04-29,113.43,115.63,2.9392,3.2465,1086.0,10.842
2008-04-30,111.36,113.46,2.9312,3.177,1073.25,10.843
2008-05-01,110.5,112.52,2.8782,3.1177,1046.75,10.561
2008-05-02,114.56,116.32,2.9664,3.2187,1076.5,10.777000000000001
2008-05-05,117.99,119.97,3.0529,3.3065,1099.5,11.177999999999999
2008-05-06,120.31,121.84,3.1055,3.3535,1114.5,11.15
2008-05-07,122.32,123.53,3.1182,3.4473,1123.5,11.327
2008-05-08,122.84,123.69,3.1378,3.5098,1153.75,11.263
2008-05-09,125.4,125.96,3.2012,3.636,1192.5,11.537
2008-05-12,122.91,124.23,3.1642,3.5598,1192.5,11.300999999999998
2008-05-13,124.1,125.8,3.2,3.6989,1203.5,11.422
2008-05-14,121.86,124.22,3.1804,3.6178,1195.75,11.597999999999999
2008-05-15,121.25,124.12,3.1658,3.6224,1198.25,11.399000000000001
2008-05-16,124.99,126.29,3.2235,3.7028,1201.5,11.094000000000001
2008-05-19,125.06,127.05,3.2366,3.6751,1198.75,10.954
2008-05-20,127.84,129.07,3.3044,3.775,1230.5,11.365
2008-05-21,132.7,133.17,3.3965,3.9084,1253.5,11.64
2008-05-22,130.51,130.81,3.3297,3.9543,1273.0,11.697000000000001
2008-05-23,131.57,132.19,3.396,3.8656,1282.75,11.857000000000001
2008-05-26,132.37,132.19,3.396,3.8656,1279.5,11.857000000000001
2008-05-27,128.31,128.85,3.383,3.7992,1258.75,11.800999999999998
2008-05-28,130.93,131.03,3.4476,3.8243,1245.0,11.915999999999999
2008-05-29,126.89,126.62,3.4042,3.6885,1228.5,11.474
2008-05-30,127.78,127.35,3.4089,3.6598,1187.75,11.703
2008-06-02,128.02,127.76,3.3907,3.722,1193.0,11.969000000000001
2008-06-03,124.58,124.31,3.3525,3.6396,1182.0,12.220999999999998
2008-06-04,122.1,122.3,3.1951,3.5458,1146.5,12.379000000000001
2008-06-05,127.54,127.79,3.3345,3.6808,1153.75,12.519
2008-06-06,137.69,138.54,3.4638,3.974,1248.75,12.693
2008-06-09,133.91,134.35,3.3678,3.877,1259.75,12.604000000000001
2008-06-10,131.02,131.31,3.3334,3.8124,1261.0,12.435
2008-06-11,135.02,136.38,3.4656,3.9748,1257.75,12.66
2008-06-12,136.09,136.74,3.526,3.9427,1257.75,12.798
2008-06-13,134.25,134.86,3.4626,3.8368,1247.75,12.625
2008-06-16,134.71,134.61,3.4379,3.8274,1264.0,12.933
2008-06-17,133.72,134.01,3.4179,3.8222,1237.75,12.952
2008-06-18,136.44,136.68,3.4861,3.86,1212.25,13.21
2008-06-19,132.0,131.93,3.3526,3.7135,1221.75,12.860999999999999
2008-06-20,134.86,134.62,3.4544,3.7717,1233.0,12.994000000000002
2008-06-23,135.91,136.74,3.4733,3.7964,1244.0,13.203
2008-06-24,136.46,137.0,3.4906,3.8136,1239.25,13.011
2008-06-25,134.33,134.55,3.4515,3.7492,1206.25,12.753
2008-06-26,139.83,139.64,3.5699,3.8834,1253.75,13.105
2008-06-27,140.31,140.21,3.5743,3.9066,1266.75,13.198
2008-06-30,139.83,140.0,3.5777,3.9029,1262.5,13.353
2008-07-01,140.67,140.97,3.5134,3.9435,1276.75,13.505
2008-07-02,144.26,143.57,3.5494,4.0715,1288.5,13.389000000000001
2008-07-03,146.08,145.29,3.571,4.106,1313.0,13.577
2008-07-04,144.42,145.29,3.571,4.106,1298.0,13.577
2008-07-07,141.87,141.37,3.4827,3.9696,1270.75,12.977
2008-07-08,136.43,136.04,3.3631,3.8202,1222.75,12.368
2008-07-09,136.58,136.05,3.3808,3.8516,1235.5,12.005999999999998
2008-07-10,142.03,141.65,3.5109,4.0374,1235.5,12.3
2008-07-11,144.49,145.08,3.5632,4.0766,1325.25,11.904000000000002
2008-07-14,143.92,145.18,3.5577,4.0649,1309.5,11.959000000000001
2008-07-15,138.75,138.74,3.3848,3.919,1253.5,11.477
2008-07-16,136.19,134.6,3.2794,3.841,1238.25,11.398
2008-07-17,131.07,129.29,3.1633,3.7438,1250.0,10.537
2008-07-18,130.19,128.88,3.1709,3.6915,1211.25,10.57
2008-07-21,132.61,131.04,3.2171,3.7479,1212.0,10.51
2008-07-22,129.55,127.95,3.147,3.6782,1190.5,10.067
2008-07-23,125.29,124.44,3.0344,3.5501,1170.25,9.788
2008-07-24,126.44,125.49,3.0594,3.5671,1163.5,9.323
2008-07-25,124.52,123.26,3.0323,3.5229,1155.75,9.084
2008-07-28,125.84,124.73,3.07,3.562,1162.25,9.163
2008-07-29,122.71,122.19,3.0077,3.4722,1138.5,9.217
2008-07-30,127.1,126.77,3.1351,3.5203,1131.75,9.248
2008-07-31,123.98,124.08,3.048,3.4387,1127.75,9.119
2008-08-01,124.18,125.1,3.0843,3.4368,1125.5,9.389
2008-08-04,120.68,121.41,3.0002,3.3501,1104.0,8.726
2008-08-05,117.7,119.17,2.9564,3.282,1066.5,8.726
2008-08-06,117.0,118.58,2.9493,3.2379,1048.5,8.773
2008-08-07,117.86,120.02,3.0027,3.2336,1057.5,8.571
2008-08-08,113.33,115.2,3.0457,3.128,1019.75,8.248
2008-08-11,112.67,114.45,3.0299,3.1195,1018.75,8.349
2008-08-12,111.15,113.01,2.998,3.0781,1018.75,8.33
2008-08-13,113.47,116.0,3.0666,3.1317,1019.0,8.456
2008-08-14,112.64,115.01,3.0548,3.0991,1016.25,8.136000000000001
2008-08-15,112.55,113.77,3.0355,3.1191,991.25,8.092
2008-08-18,111.94,112.87,2.9935,3.0848,1003.25,7.888
2008-08-19,113.25,114.53,3.0367,3.1237,1010.0,7.976
2008-08-20,114.36,114.98,3.0943,3.1635,1004.0,8.077
2008-08-21,120.16,121.18,3.2376,3.3006,1069.5,8.252
2008-08-22,113.92,114.59,3.0969,3.1311,1030.5,7.843
2008-08-25,114.03,115.11,3.1202,3.1514,1020.75,7.825
2008-08-26,114.63,116.27,3.14,3.2099,1034.75,8.277999999999999
2008-08-27,116.22,118.15,3.1545,3.2617,1041.5,8.394
2008-08-28,114.17,115.59,3.1117,3.1826,1032.25,8.05
2008-08-29,114.05,115.46,3.0975,3.1819,1030.25,7.943
2008-09-01,109.41,115.46,3.0975,3.1819,987.0,7.943
2008-09-02,108.34,109.71,2.7337,3.0736,979.25,7.261
2008-09-03,108.06,109.35,2.7668,3.0788,974.5,7.263999999999999
2008-09-04,106.3,107.89,2.7404,3.0237,972.75,7.322
2008-09-05,104.09,106.23,2.6861,2.9828,953.25,7.449
2008-09-08,103.44,106.34,2.7503,3.0131,958.0,7.527
2008-09-09,100.34,103.26,2.6526,2.9247,937.75,7.535
2008-09-10,98.97,102.58,2.6616,2.9024,921.0,7.393
2008-09-11,97.64,100.87,2.7488,2.9155,921.0,7.247999999999999
2008-09-12,97.58,101.18,2.7696,2.9391,939.75,7.3660000000000005
2008-09-15,92.38,95.71,2.5614,2.7912,899.0,7.374
2008-09-16,89.22,91.15,2.4008,2.7197,882.0,7.279
2008-09-17,94.84,97.16,2.463,2.8247,880.75,7.91
2008-09-18,95.19,97.88,2.4824,2.7824,900.0,7.621
2008-09-19,99.61,104.55,2.5997,2.8978,906.5,7.531000000000001
2008-09-22,106.04,120.92,2.7038,3.043,965.75,7.6579999999999995
2008-09-23,103.08,106.61,2.595,2.9963,969.25,7.931
2008-09-24,102.45,105.73,2.5947,3.0133,986.25,7.678999999999999
2008-09-25,104.6,108.02,2.6973,3.0258,968.0,7.724
2008-09-26,103.54,106.89,2.6651,2.9949,962.75,7.472
2008-09-29,93.98,96.37,2.397,2.7604,919.75,7.221
2008-09-30,98.17,100.64,2.4847,2.8636,914.5,7.438
2008-10-01,95.33,98.53,2.36,2.8469,917.75,7.728
2008-10-02,90.56,93.97,2.255,2.7095,896.0,7.481
2008-10-03,90.25,93.88,2.2283,2.662,882.75,7.358
2008-10-06,83.68,87.81,2.0591,2.474,829.5,6.835
2008-10-07,84.66,90.06,2.0628,2.5057,817.75,6.768
2008-10-08,84.36,88.95,2.0298,2.4945,791.5,6.742000000000001
2008-10-09,82.66,86.59,2.0273,2.4186,788.5,6.825
2008-10-10,74.09,77.7,1.807,2.21,788.5,6.535
2008-10-13,77.46,81.19,1.9176,2.341,746.25,6.688
2008-10-14,74.53,78.63,1.8848,2.2597,744.25,6.727
2008-10-15,70.8,74.54,1.7822,2.1905,704.75,6.5920000000000005
2008-10-16,66.32,69.85,1.622,2.0873,674.5,6.702999999999999
2008-10-17,69.6,71.85,1.6661,2.1329,678.0,6.7860000000000005
2008-10-20,72.03,74.25,1.7201,2.2099,691.25,6.7410000000000005
2008-10-21,69.72,70.89,1.6919,2.1771,688.5,6.843999999999999
2008-10-22,64.52,66.75,1.5709,2.0365,663.0,6.777
2008-10-23,65.92,67.84,1.5778,2.0297,667.25,6.419
2008-10-24,62.05,64.15,1.4779,1.9465,628.75,6.239
2008-10-27,61.41,63.22,1.4769,1.9144,629.75,6.121
2008-10-28,60.29,62.73,1.4555,1.912,622.0,6.186
2008-10-29,65.47,67.5,1.533,2.001,657.75,6.468999999999999
2008-10-30,63.71,65.96,1.467,1.9841,628.75,6.431
2008-10-31,65.32,67.81,1.4413,2.0063,636.5,6.7829999999999995
2008-11-03,60.48,63.91,1.3625,1.9828,645.0,6.837999999999999
2008-11-04,66.44,70.53,1.5327,2.1616,675.25,7.218999999999999
2008-11-05,61.87,65.3,1.4244,2.0547,651.5,7.249
2008-11-06,57.43,60.77,1.336,1.9424,618.5,6.979
2008-11-07,57.35,61.04,1.3495,1.9784,625.0,6.757000000000001
2008-11-10,59.08,62.41,1.3679,2.0056,632.75,7.247999999999999
2008-11-11,55.71,59.33,1.3059,1.929,610.25,6.705
2008-11-12,52.37,56.16,1.2481,1.8354,610.25,6.405
2008-11-13,51.99,58.24,1.3024,1.875,574.25,6.318
2008-11-14,54.24,57.04,1.2391,1.8318,578.5,6.312
2008-11-17,52.31,54.95,1.1746,1.791,580.0,6.5329999999999995
2008-11-18,51.84,54.39,1.1368,1.7579,555.75,6.516
2008-11-19,51.72,53.62,1.107,1.7597,547.25,6.742999999999999
2008-11-20,48.08,49.62,1.007,1.6759,529.75,6.316
2008-11-21,49.19,49.93,1.0643,1.6996,520.75,6.48
2008-11-24,53.93,54.5,1.1425,1.7844,553.5,6.888
2008-11-25,50.35,50.77,1.0949,1.6988,532.75,6.386
2008-11-26,53.92,54.44,1.1798,1.7367,544.75,6.877999999999999
2008-11-27,53.13,54.44,1.1798,1.7367,542.25,6.877999999999999
2008-11-28,53.49,54.43,1.1462,1.6737,525.5,6.51
2008-12-01,47.97,49.28,1.1112,1.6151,505.25,6.604
2008-12-02,45.44,46.96,1.0583,1.5832,488.5,6.4239999999999995
2008-12-03,45.44,46.79,1.0415,1.584,477.0,6.347
2008-12-04,42.28,43.67,0.9695,1.5091,480.25,6.017
2008-12-05,39.74,40.81,0.9012,1.4265,437.0,5.742000000000001
2008-12-08,43.42,43.71,0.9618,1.4904,445.75,5.566
2008-12-09,41.53,42.07,0.9364,1.4369,441.25,5.579
2008-12-10,42.4,43.52,0.9687,1.4027,429.25,5.686
2008-12-11,47.39,47.98,1.0786,1.5066,429.25,5.598
2008-12-12,46.41,46.28,1.0777,1.4934,458.0,5.4879999999999995
2008-12-15,44.6,44.51,1.0369,1.4601,484.5,5.645
2008-12-16,44.56,43.6,1.04,1.4603,468.5,5.751
2008-12-17,45.53,40.06,1.0055,1.4425,470.25,5.619
2008-12-18,43.36,36.22,0.9629,1.3729,455.25,5.547999999999999
2008-12-19,44.0,33.87,0.9693,1.392,446.0,5.334
2008-12-22,41.45,39.91,0.8862,1.3415,441.0,5.294
2008-12-23,40.36,38.98,0.856,1.327,418.0,5.737
2008-12-24,36.61,35.35,0.7927,1.1983,404.0,5.91
2008-12-26,38.37,37.71,0.844,1.245,402.0,5.8260000000000005
2008-12-29,40.55,40.02,0.8745,1.2853,407.0,6.136
2008-12-30,40.15,39.03,0.8853,1.288,416.0,5.859
2008-12-31,45.59,44.6,1.0082,1.4057,418.5,5.622000000000001
2009-01-02,46.91,46.34,1.1105,1.4803,427.75,5.971
2009-01-05,49.62,48.81,1.1824,1.5763,478.75,6.072
2009-01-06,50.53,48.58,1.1892,1.6263,514.5,5.983
2009-01-07,45.86,42.63,1.0764,1.5431,500.5,5.872000000000001
2009-01-08,44.67,41.7,1.0882,1.5196,478.25,5.582999999999999
2009-01-09,44.42,40.83,1.1112,1.4877,454.75,5.516
2009-01-12,42.91,37.59,1.0841,1.4724,454.75,5.542000000000001
2009-01-13,44.83,37.78,1.1489,1.5141,477.0,5.184
2009-01-14,45.08,37.28,1.1677,1.4631,457.5,4.97
2009-01-15,44.69,35.4,1.1742,1.4871,457.75,4.843
2009-01-16,46.57,36.51,1.1672,1.4734,463.5,4.801
2009-01-19,44.5,36.51,1.1672,1.4734,437.5,4.801
2009-01-20,43.62,38.74,1.1431,1.3758,447.0,4.6419999999999995
2009-01-21,45.02,43.55,1.1738,1.386,429.25,4.78
2009-01-22,45.39,43.67,1.0934,1.3486,420.75,4.681
2009-01-23,48.37,46.47,1.1544,1.4505,416.75,4.518
2009-01-26,46.96,45.73,1.1531,1.427,456.0,4.49
2009-01-27,43.73,41.58,1.1085,1.3745,429.5,4.503
2009-01-28,44.9,42.16,1.1835,1.4215,438.25,4.476
2009-01-29,45.4,41.44,1.2309,1.4283,443.0,4.5760000000000005
2009-01-30,45.88,41.68,1.2689,1.4538,449.5,4.417
2009-02-02,43.82,40.08,1.1492,1.3424,429.0,4.5569999999999995
2009-02-03,44.08,40.78,1.167,1.3254,422.75,4.513
2009-02-04,44.15,40.32,1.2184,1.327,422.5,4.5969999999999995
2009-02-05,46.46,41.17,1.2748,1.3672,418.5,4.6419999999999995
2009-02-06,46.21,40.17,1.2507,1.3598,414.25,4.774
2009-02-09,46.02,39.56,1.2471,1.3523,436.0,4.8069999999999995
2009-02-10,44.61,37.55,1.2439,1.3014,427.5,4.543
2009-02-11,44.28,35.94,1.2698,1.3164,411.5,4.532
2009-02-12,44.65,33.98,1.2583,1.3218,411.5,4.485
2009-02-13,44.81,37.51,1.2063,1.3,410.75,4.452
2009-02-16,43.28,37.51,1.2063,1.3,398.25,4.452
2009-02-17,41.03,34.93,1.1118,1.1864,379.0,4.203
2009-02-18,39.55,34.62,1.0652,1.1469,365.25,4.2139999999999995
2009-02-19,41.99,39.48,1.0986,1.2045,370.75,4.078
2009-02-20,41.89,38.94,1.0746,1.1967,364.0,4.006
2009-02-23,40.99,38.44,1.0433,1.1754,375.5,4.0969999999999995
2009-02-24,42.5,39.96,1.0837,1.2082,372.75,4.236000000000001
2009-02-25,44.29,42.5,1.1667,1.2377,376.75,4.056
2009-02-26,46.51,45.22,1.3004,1.2941,400.25,4.077
2009-02-27,46.35,44.76,1.2807,1.2659,386.5,4.198
2009-03-02,42.21,40.15,1.2862,1.1512,366.0,4.152
2009-03-03,43.7,41.65,1.3194,1.1796,361.25,4.282
2009-03-04,46.12,45.38,1.3816,1.2145,382.25,4.34
2009-03-05,43.64,43.61,1.3127,1.1598,366.0,4.088
2009-03-06,44.85,45.52,1.3322,1.2294,364.75,3.945
2009-03-09,44.13,47.07,1.3351,1.2154,382.25,3.865
2009-03-10,43.96,45.71,1.2972,1.1987,384.25,3.84
2009-03-11,41.4,42.33,1.2512,1.1331,363.5,3.798
2009-03-12,45.09,47.03,1.3457,1.2264,363.5,3.995
2009-03-13,44.93,46.25,1.3529,1.1972,390.0,3.932
2009-03-16,43.98,47.35,1.3673,1.213,381.25,3.85
2009-03-17,48.24,49.16,1.4238,1.2747,399.75,3.812
2009-03-18,47.66,48.14,1.3657,1.264,402.0,3.6839999999999997
2009-03-19,50.67,51.61,1.4373,1.3563,427.75,4.1739999999999995
2009-03-20,51.22,51.06,1.457,1.3834,435.75,4.227
2009-03-23,53.47,53.8,1.4881,1.4707,467.5,4.294
2009-03-24,53.5,53.98,1.5026,1.4996,468.25,4.3469999999999995
2009-03-25,51.75,52.77,1.495,1.4647,465.75,4.329
2009-03-26,53.46,54.34,1.5311,1.4813,463.25,3.947
2009-03-27,51.98,52.38,1.4879,1.4328,455.25,3.6310000000000002
2009-03-30,47.99,48.41,1.3799,1.3426,439.25,3.739
2009-03-31,49.23,49.66,1.4,1.3438,420.0,3.7760000000000002
2009-04-01,48.44,48.39,1.3717,1.3458,414.25,3.695
2009-04-02,52.75,52.64,1.4698,1.4391,451.0,3.782
2009-04-03,53.47,52.51,1.4924,1.446,443.5,3.801
2009-04-06,52.24,51.05,1.4755,1.4191,440.25,3.7319999999999998
2009-04-07,51.22,49.15,1.4604,1.3903,439.75,3.562
2009-04-08,51.59,49.38,1.4396,1.3982,439.75,3.63
2009-04-09,54.06,52.24,1.481,1.4288,452.75,3.61
2009-04-13,52.14,50.05,1.4632,1.398,436.0,3.628
2009-04-14,51.96,49.41,1.4576,1.4023,451.75,3.6889999999999996
2009-04-15,51.79,49.25,1.4468,1.401,447.5,3.693
2009-04-16,53.06,49.98,1.4743,1.4218,457.0,3.5989999999999998
2009-04-17,53.35,50.33,1.4927,1.4225,458.5,3.7289999999999996
2009-04-20,49.86,45.88,1.4119,1.3316,431.0,3.54
2009-04-21,49.82,46.51,1.4144,1.3478,429.0,3.511
2009-04-22,49.81,48.85,1.3906,1.3299,424.25,3.532
2009-04-23,50.11,49.62,1.3944,1.3179,421.0,3.409
2009-04-24,51.67,51.55,1.442,1.3683,433.0,3.2969999999999997
2009-04-27,50.32,50.14,1.4032,1.3229,421.0,3.253
2009-04-28,49.99,49.92,1.3977,1.3167,419.75,3.321
2009-04-29,50.78,50.97,1.4484,1.3291,427.5,3.403
2009-04-30,50.8,51.12,1.4742,1.3147,428.0,3.373
2009-05-01,52.85,53.2,1.5174,1.3884,437.75,3.5460000000000003
2009-05-04,54.58,54.47,1.586,1.4345,449.75,3.725
2009-05-05,54.12,53.84,1.5722,1.4262,449.5,3.615
2009-05-06,56.15,56.34,1.628,1.4713,462.0,3.887
2009-05-07,56.47,56.71,1.6655,1.4852,477.25,4.081
2009-05-08,58.14,58.63,1.7055,1.5184,477.0,4.311
2009-05-11,57.48,58.5,1.6802,1.5009,475.5,4.302
2009-05-12,57.94,58.85,1.6679,1.507,475.5,4.449
2009-05-13,57.34,58.02,1.6888,1.49,483.75,4.333
2009-05-14,56.69,58.62,1.7237,1.4947,472.75,4.292
2009-05-15,55.98,56.34,1.6806,1.4188,467.5,4.098
2009-05-18,58.47,59.03,1.7581,1.4757,466.25,4.138999999999999
2009-05-19,58.92,59.65,1.8125,1.4866,469.75,3.9139999999999997
2009-05-20,60.59,62.04,1.8095,1.5411,481.5,3.97
2009-05-21,59.93,61.05,1.7997,1.5294,476.75,3.603
2009-05-22,60.78,61.67,1.8408,1.538,479.5,3.515
2009-05-25,60.21,61.67,1.8408,1.538,479.75,3.515
2009-05-26,61.24,62.45,1.8524,1.5453,481.25,3.537
2009-05-27,62.5,63.45,1.8917,1.5617,487.5,3.5380000000000003
2009-05-28,64.39,65.08,1.9105,1.6014,504.5,3.957
2009-05-29,65.52,66.31,1.931,1.6419,523.0,3.835
2009-06-01,67.97,68.58,1.9243,1.7765,538.25,4.249
2009-06-02,68.17,68.55,1.9252,1.7979,556.5,4.12
2009-06-03,65.88,66.12,1.9016,1.7384,542.75,3.766
2009-06-04,68.71,68.81,1.9621,1.784,554.25,3.81
2009-06-05,68.34,68.44,1.9546,1.7701,549.25,3.8680000000000003
2009-06-08,67.88,68.09,1.936,1.7679,545.75,3.7310000000000003
2009-06-09,69.62,70.01,1.9667,1.8076,555.25,3.7310000000000003
2009-06-10,70.8,71.33,2.0153,1.8326,564.5,3.708
2009-06-11,71.79,72.68,2.0649,1.8534,564.5,3.9330000000000003
2009-06-12,70.92,72.04,2.0431,1.8375,582.0,3.8569999999999998
2009-06-15,69.44,70.62,2.053,1.8156,570.5,4.1819999999999995
2009-06-16,70.24,70.47,2.0711,1.825,589.0,4.129
2009-06-17,70.85,71.03,2.0326,1.863,579.0,4.253
2009-06-18,71.06,71.37,2.0295,1.837,585.0,4.093
2009-06-19,69.19,69.55,1.9244,1.7867,583.25,4.032
2009-06-22,66.98,66.93,1.8597,1.7275,548.0,3.9330000000000003
2009-06-23,68.8,69.24,1.8932,1.769,550.25,3.8789999999999996
2009-06-24,68.33,68.67,1.8425,1.7381,564.5,3.761
2009-06-25,69.78,70.23,1.8983,1.7763,568.0,3.844
2009-06-26,68.92,69.16,1.8741,1.7303,557.5,3.949
2009-06-29,70.99,71.49,1.9358,1.7835,569.75,3.944
2009-06-30,69.3,69.89,1.8972,1.718,557.0,3.835
2009-07-01,68.79,69.31,1.859,1.7657,557.0,3.795
2009-07-02,66.65,66.73,1.7908,1.7016,535.25,3.615
2009-07-03,65.61,66.73,1.7908,1.7016,529.25,3.615
2009-07-06,64.05,64.05,1.7404,1.6266,517.25,3.487
2009-07-07,63.23,62.93,1.7328,1.6007,504.75,3.429
2009-07-08,60.43,60.14,1.6333,1.5379,488.5,3.353
2009-07-09,61.1,60.41,1.6638,1.5344,483.75,3.408
2009-07-10,60.52,59.89,1.6505,1.5335,483.75,3.373
2009-07-13,60.69,59.69,1.6394,1.5038,483.5,3.263
2009-07-14,60.86,59.52,1.6466,1.5119,491.25,3.429
2009-07-15,63.09,61.54,1.7081,1.5821,502.75,3.283
2009-07-16,62.75,62.02,1.7135,1.5994,515.5,3.668
2009-07-17,65.38,63.56,1.7699,1.641,526.5,3.6689999999999996
2009-07-20,66.44,63.98,1.7894,1.6894,538.5,3.6889999999999996
2009-07-21,66.87,64.72,1.812,1.6984,552.25,3.705
2009-07-22,67.21,65.4,1.8383,1.7112,546.5,3.793
2009-07-23,69.25,67.16,1.9132,1.7644,562.75,3.55
2009-07-24,70.32,68.05,1.9159,1.7813,568.5,3.695
2009-07-27,70.81,68.38,1.9347,1.7966,575.0,3.6039999999999996
2009-07-28,69.88,67.23,1.9106,1.7647,564.75,3.535
2009-07-29,66.53,63.35,1.855,1.6713,543.0,3.3789999999999996
2009-07-30,70.11,66.94,1.9911,1.7687,564.75,3.7430000000000003
2009-07-31,71.7,69.45,2.0448,1.7938,570.5,3.653
