date,brent,crude,gasoline,heating,gas,natural
2008-01-02,-0.002452984464431818,-0.004416783778357736,-0.0010073333870577593,-0.007772587943365967,0.006432748538011696,-0.022420382165605116
2008-01-03,-0.00829918032786873,-0.012805001008267898,-0.0046787399669261705,-0.013092567393622918,-0.016269610691458453,0.021761793067500746
2008-01-04,-0.024795949994834234,-0.028801960984577605,-0.02885277789034312,-0.033538289547233036,-0.03544004725339634,0.004846320622369515
2008-01-07,0.012183494014196479,0.013040277631717266,0.012434800751095274,0.016502795450163765,0.02786282914880588,0.011168930067267543
2008-01-08,-0.012246179610634306,-0.00685144814699467,-0.015620492107323927,-0.008686416568675765,0.005957700327673518,0.01656834442073549
2008-01-09,-0.02278266398219779,-0.02048709104212405,-0.014863506950259533,-0.021466289125277347,0.0,0.01975552537350292
2008-01-10,-0.012470180004337516,-0.010884644114822283,-0.0027200476008330927,-0.008368200836820204,-0.05537459283387622,-0.005932921661218003
2008-01-11,0.02031404414186899,0.01629086201316221,0.016322181973151505,0.021018178950274115,0.013793103448275862,0.017417783191230073
2008-01-14,-0.020878174773999114,-0.024416135881104004,-0.017695404226769455,-0.016221226633709184,-0.012368583797155226,-0.01879564228420927
2008-01-15,-0.013519454825236359,-0.011534276387377609,-0.006573892256467207,-0.011306532663316557,-0.022542266750156543,-0.007686676427525697
2008-01-16,-0.011142061281337047,-0.007815940114487097,-0.006875214850464083,-0.005916454891995059,0.007046764894298526,-0.006393704660027002
2008-01-17,0.005408450704225397,0.004881837346055672,0.006490134994807946,0.0015578190533254391,0.004452926208651399,-0.010889741368642505
2008-01-18,-0.01927602824162276,0.0,0.0,0.0,-0.014566181127295756,0.0
2008-01-21,0.01074162952805391,-0.00794965220271612,-0.008554724443298191,-0.013878918401531532,-0.0016066838046272494,-0.0404103590641811
2008-01-22,-0.020689655172413772,-0.031830829159710625,-0.01365824047175123,-0.0200194127638923,-0.007724493080141615,-0.006388526727509712
2008-01-23,0.028284460863541774,0.02781928957351422,0.016924564796905215,0.021955346457018018,0.0045410314628608495,0.02375016402046976
2008-01-24,0.020545638262041234,0.014539760653170756,0.018069424631478963,0.017283850906594404,0.03035195350339038,0.02319917969751335
2008-01-25,0.005280528052805168,0.0030867600044096697,0.0064116173410895035,0.002937557064030834,-0.0031338138514572234,0.014029813353376048
2008-01-28,0.0067848544539287,0.007143642158479017,0.005780102944899184,0.006055808430635214,0.0191763596353348,-0.012229771463866609
2008-01-29,0.005760869565217403,0.00752946311654297,0.004404547170602774,0.0029506648831537827,-0.00030845157310302283,0.006128064032015944
2008-01-30,-0.003458337836377471,-0.006281815227986551,0.00029234881389897296,-0.005805515239477561,-0.01635297747608763,0.003604723430702289
2008-01-31,-0.03004012579980475,-0.030408719346049114,-0.018704855747150414,-0.033773919905306725,0.0040777917189460475,-0.041367351994054946
2008-02-01,0.01151610017889089,0.011915467625899307,0.010551844445390111,0.014047123198170511,-0.0006248047485160887,0.01666666666666661
2008-02-04,-0.018238089974577272,-0.01788491446345256,-0.010104837691044595,-0.014818990858937682,-0.018755861206627072,0.009276909391282298
2008-02-05,-0.011709074532762802,-0.014364890849451376,-0.008634256305559187,-0.011322297159206964,0.0,0.006547469151347217
2008-02-06,0.008316245158350466,0.011131512508606826,0.008666552256735884,0.016413097403671178,0.005097164702134438,0.013510132599449656
2008-02-07,0.038752683312619954,0.04153898535921004,0.0026371756699277776,0.038885499288183904,0.03676703645007924,0.024561836583559593
2008-02-08,0.017293887317816004,0.01983218916857369,0.01654505345324949,0.019693825613719122,0.03821461326811373,0.02770750511986513
2008-02-11,-0.007163476959264425,-0.008654770808847124,-0.011768633669977466,-0.005106742435877779,0.0,-0.011135857461024573
2008-02-12,0.004953693732500471,0.005281310627290309,0.009248310810810824,0.00945544363397792,-0.018551236749116608,-0.0056899004267425375
2008-02-13,0.01896699528504083,0.023480218719845587,0.03606845474706066,0.01949839424988519,0.0168016801680168,0.04577968526466385
2008-02-14,-0.004837522347250057,0.00041902367483769384,0.007148338112353945,-0.007387684692117239,0.007376807317792859,-0.012767897856817156
2008-02-15,0.0029588925287963768,0.0,0.0,0.0,0.00029291154071470416,0.0
2008-02-18,0.03845748603940581,0.04722513089005241,0.04382869516400681,0.04325815104461825,0.02986822840409956,0.036605080831408794
2008-02-19,-0.0014204545454545511,0.007299270072992598,-0.006876416580231273,-0.0024625190120953645,0.006539664486778504,-0.0013367494708700516
2008-02-20,-0.02214996951839064,-0.024915624379590936,-0.02444685130744242,-0.005989980396427699,0.003389830508474576,-0.008254322364751794
2008-02-21,0.008000831255195451,0.0059045098238827065,0.004639175257732065,0.00909389722800471,0.0022522522522522522,0.028680688336520165
2008-02-22,0.0070095866405524435,0.004250581924906403,0.003236373682756437,0.008070937386898295,0.010674157303370787,0.004373496610540034
2008-02-25,0.018220902855972988,0.016628035876247015,0.0033832959597151504,0.010663124259505281,-0.0008337965536409116,0.0021772262138035677
2008-02-26,-0.012063938876043057,-0.012291831879460695,-0.028543422858263078,-0.015595026642983954,-0.005563282336578581,-0.029980447534216796
