"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 21, 2014","919.00","911.00","924.25","910.00","63.10K","1.24%"
"Jan 20, 2014","907.75","912.50","913.00","907.00","23.78K","-0.93%"
"Jan 17, 2014","916.25","907.00","917.00","906.50","56.18K","0.96%"
"Jan 16, 2014","907.50","910.00","911.75","903.50","71.25K","-0.68%"
"Jan 15, 2014","913.75","901.00","914.75","900.50","81.44K","1.50%"
"Jan 14, 2014","900.25","902.25","907.00","898.25","78.61K","-0.74%"
"Jan 13, 2014","907.00","907.75","910.50","901.25","66.04K","-0.03%"
"Jan 10, 2014","907.25","903.75","909.00","903.25","4.80K","0.00%"
"Jan 09, 2014","907.25","912.75","914.75","898.00","27.03K","-0.55%"
"Jan 08, 2014","912.25","912.25","917.00","909.00","33.29K","0.19%"
"Jan 07, 2014","910.50","910.25","914.75","908.75","31.75K","0.03%"
"Jan 06, 2014","910.25","910.00","918.25","905.25","41.64K","0.00%"
"Jan 03, 2014","910.25","922.00","925.00","905.75","41.81K","-1.43%"
"Jan 02, 2014","923.50","944.75","946.00","917.75","36.90K","-2.25%"
"Jan 01, 2014","944.75","944.75","944.75","944.75","-","0.05%"
"Dec 31, 2013","944.25","943.00","947.75","940.25","16.05K","-0.13%"
"Dec 30, 2013","945.50","951.25","955.75","941.50","29.94K","-1.07%"
"Dec 27, 2013","955.75","950.00","957.25","944.75","28.74K","0.61%"
"Dec 26, 2013","950.00","948.25","951.75","941.00","8.10K","0.61%"
"Dec 24, 2013","944.25","945.75","949.00","943.00","14.73K","-0.16%"
"Dec 23, 2013","945.75","946.75","948.50","942.50","33.32K","0.05%"
"Dec 20, 2013","945.25","933.25","949.00","932.75","45.73K","1.07%"
"Dec 19, 2013","935.25","929.75","936.50","926.00","46.23K","0.67%"
"Dec 18, 2013","929.00","916.00","931.75","915.25","54.29K","1.03%"
"Dec 17, 2013","919.50","925.00","926.75","915.00","49.29K","-1.29%"
"Dec 16, 2013","931.50","922.50","937.75","921.75","71.52K","1.50%"
"Dec 13, 2013","917.75","920.75","924.50","916.75","54.98K","-1.53%"
"Dec 12, 2013","932.00","932.00","935.50","931.50","4.50K","0.00%"
"Dec 11, 2013","932.00","930.00","933.75","927.00","17.77K","0.43%"
"Dec 10, 2013","928.00","930.00","940.00","927.50","28.25K","-0.67%"
"Dec 09, 2013","934.25","943.25","944.75","927.75","22.80K","-0.69%"
"Dec 06, 2013","940.75","941.00","949.00","939.00","29.52K","-0.32%"
"Dec 05, 2013","943.75","941.75","946.50","939.00","24.61K","-0.37%"
"Dec 04, 2013","947.25","948.75","949.25","942.00","34.22K","0.16%"
"Dec 03, 2013","945.75","944.25","949.00","941.25","42.22K","0.32%"
"Dec 02, 2013","942.75","938.25","952.75","932.75","40.31K","-0.03%"
"Nov 29, 2013","943.00","943.25","948.25","936.25","22.89K","0.11%"
"Nov 28, 2013","942.00","944.00","946.00","940.75","16.77K","0.11%"
"Nov 27, 2013","941.00","943.00","947.00","940.00","30.60K","-0.37%"
"Nov 26, 2013","944.50","938.50","946.25","935.00","41.69K","1.04%"
"Nov 25, 2013","934.75","934.75","944.75","918.50","44.69K","-0.32%"
"Nov 22, 2013","937.75","931.25","944.00","928.00","48.36K","1.57%"
"Nov 21, 2013","923.25","913.25","932.00","911.50","54.69K","1.34%"
"Nov 20, 2013","911.00","905.00","916.00","901.00","49.10K","0.03%"
"Nov 19, 2013","910.75","906.25","913.25","902.00","56.13K","0.05%"
"Nov 18, 2013","910.25","915.00","915.00","904.00","48.64K","-0.11%"
"Nov 15, 2013","911.25","908.50","914.50","907.00","56.25K","0.28%"
"Nov 14, 2013","908.75","902.00","914.00","900.75","64.15K","0.83%"
"Nov 13, 2013","901.25","890.75","903.00","889.75","77.38K","-0.22%"
"Nov 12, 2013","903.25","903.50","906.50","900.00","5.34K","0.00%"
"Nov 11, 2013","903.25","900.00","906.75","895.75","25.02K","1.15%"
"Nov 08, 2013","893.00","888.50","900.00","885.00","27.06K","0.51%"
"Nov 07, 2013","888.50","898.50","900.00","885.00","28.97K","-1.82%"
"Nov 06, 2013","905.00","902.25","909.50","897.75","43.00K","0.22%"
"Nov 05, 2013","903.00","906.50","908.50","898.50","36.23K","-0.11%"
"Nov 04, 2013","904.00","909.00","916.00","901.00","45.75K","-1.20%"
"Nov 01, 2013","915.00","934.25","938.50","909.00","41.76K","-1.88%"
"Oct 31, 2013","932.50","937.00","939.75","930.50","42.94K","-0.51%"
"Oct 30, 2013","937.25","931.00","939.00","929.25","46.74K","0.73%"
"Oct 29, 2013","930.50","927.00","932.75","925.25","48.22K","0.51%"
"Oct 28, 2013","925.75","912.50","932.25","912.25","40.43K","1.76%"
"Oct 25, 2013","909.75","911.00","915.00","907.25","37.00K","-0.19%"
"Oct 24, 2013","911.50","915.00","920.75","908.25","56.07K","-0.92%"
"Oct 23, 2013","920.00","936.25","937.00","913.75","87.54K","-1.76%"
"Oct 22, 2013","936.50","938.75","948.25","935.50","53.46K","-0.53%"
"Oct 21, 2013","941.50","939.50","944.75","937.00","52.08K","0.24%"
"Oct 18, 2013","939.25","931.00","943.75","929.50","58.38K","0.83%"
"Oct 17, 2013","931.50","944.00","944.75","925.75","84.04K","-1.43%"
"Oct 16, 2013","945.00","936.50","948.75","933.50","84.02K","0.51%"
"Oct 15, 2013","940.25","939.00","942.75","930.25","64.84K","0.94%"
"Oct 14, 2013","931.50","935.25","941.00","930.00","52.91K","-0.21%"
"Oct 11, 2013","933.50","944.50","944.50","932.50","115.24K","0.89%"
"Oct 10, 2013","925.25","928.50","937.00","928.50","9.85K","0.00%"
"Oct 09, 2013","925.25","932.75","936.50","921.00","46.57K","-1.10%"
"Oct 08, 2013","935.50","926.50","937.00","924.50","37.91K","1.00%"
"Oct 07, 2013","926.25","923.75","931.00","914.00","53.21K","0.41%"
"Oct 04, 2013","922.50","926.50","930.25","920.00","35.78K","-0.43%"
"Oct 03, 2013","926.50","922.50","933.25","922.25","39.78K","0.43%"
"Oct 02, 2013","922.50","908.75","926.00","908.50","38.99K","1.91%"
"Oct 01, 2013","905.25","915.00","916.00","903.50","38.91K","-0.85%"
"Sep 30, 2013","913.00","918.25","918.25","908.50","29.74K","-1.54%"
"Sep 27, 2013","927.25","920.75","928.25","915.50","43.44K","0.73%"
"Sep 26, 2013","920.50","912.00","922.25","911.25","35.34K","0.16%"
"Sep 25, 2013","919.00","910.00","923.00","909.75","49.47K","1.43%"
"Sep 24, 2013","906.00","909.50","912.00","900.00","77.20K","-0.77%"
"Sep 23, 2013","913.00","925.25","926.75","908.00","47.46K","-1.32%"
"Sep 20, 2013","925.25","923.00","930.75","921.50","33.08K","-0.99%"
"Sep 19, 2013","934.50","935.25","942.50","921.75","50.89K","1.11%"
"Sep 18, 2013","924.25","919.75","937.75","917.25","81.72K","-0.16%"
"Sep 17, 2013","925.75","938.00","941.00","917.25","106.73K","-1.96%"
"Sep 16, 2013","944.25","949.00","954.75","936.25","84.67K","-0.58%"
"Sep 13, 2013","949.75","956.00","956.25","945.25","69.96K","0.66%"
"Sep 12, 2013","943.50","942.00","949.50","939.75","8.73K","0.00%"
"Sep 11, 2013","943.50","937.00","947.00","937.00","26.55K","0.51%"
"Sep 10, 2013","938.75","949.00","953.75","934.00","35.39K","-2.21%"
"Sep 09, 2013","960.00","966.75","967.25","950.00","36.10K","-1.13%"
"Sep 06, 2013","971.00","960.00","971.75","958.50","31.79K","0.75%"
"Sep 05, 2013","963.75","959.75","964.50","955.00","28.31K","0.31%"
"Sep 04, 2013","960.75","963.25","965.00","955.25","31.80K","0.05%"
"Sep 03, 2013","960.25","960.25","968.00","957.00","52.36K","0.18%"
"Sep 02, 2013","958.50","957.00","963.50","946.75","22.39K","-1.13%"
"Aug 30, 2013","969.50","968.00","975.00","957.00","34.46K","-0.95%"
"Aug 29, 2013","978.75","972.50","985.75","966.75","51.67K","0.90%"
"Aug 28, 2013","970.00","970.50","979.75","964.75","51.04K","0.86%"
"Aug 27, 2013","961.75","941.50","975.00","937.75","41.23K","2.29%"
"Aug 26, 2013","940.25","941.75","945.50","937.25","21.32K","-0.16%"
"Aug 23, 2013","941.75","936.25","946.50","934.50","39.61K","0.59%"
"Aug 22, 2013","936.25","937.00","941.50","933.75","37.94K","-0.27%"
"Aug 21, 2013","938.75","939.00","941.25","933.25","42.85K","0.00%"
"Aug 20, 2013","938.75","937.75","944.75","929.25","47.08K","-0.37%"
"Aug 19, 2013","942.25","941.25","945.25","935.25","46.99K","0.11%"
"Aug 16, 2013","941.25","938.50","942.25","934.00","38.29K","0.43%"
"Aug 15, 2013","937.25","928.00","939.25","928.00","51.43K","1.21%"
"Aug 14, 2013","926.00","928.75","930.50","922.25","51.03K","-0.19%"
"Aug 13, 2013","927.75","923.50","932.50","922.00","61.58K","2.66%"
"Aug 12, 2013","903.75","906.50","913.75","905.75","5.66K","0.00%"
"Aug 09, 2013","903.75","899.00","910.00","898.25","21.49K","0.86%"
"Aug 08, 2013","896.00","902.50","905.50","891.50","23.46K","-1.10%"
"Aug 07, 2013","906.00","910.25","912.00","901.25","25.81K","-0.36%"
"Aug 06, 2013","909.25","918.50","922.00","907.25","22.88K","-1.20%"
"Aug 05, 2013","920.25","923.00","928.75","909.75","26.72K","-0.38%"
"Aug 02, 2013","923.75","931.00","934.00","921.00","20.66K","-0.35%"
"Aug 01, 2013","927.00","918.75","932.00","914.75","30.53K","1.81%"
"Jul 31, 2013","910.50","906.75","918.25","897.00","37.88K","0.28%"
"Jul 30, 2013","908.00","911.75","912.50","905.25","29.73K","-0.63%"
"Jul 29, 2013","913.75","911.75","917.25","907.25","25.99K","0.36%"
"Jul 26, 2013","910.50","915.50","917.50","906.50","27.88K","-0.36%"
"Jul 25, 2013","913.75","912.00","918.75","908.00","35.21K","-0.05%"
"Jul 24, 2013","914.25","920.75","921.25","907.50","32.97K","-0.60%"
"Jul 23, 2013","919.75","919.50","921.50","909.75","30.58K","0.14%"
"Jul 22, 2013","918.50","926.00","930.75","917.50","42.92K","-0.78%"
"Jul 19, 2013","925.75","929.50","931.50","917.00","46.25K","-0.32%"
"Jul 18, 2013","928.75","924.00","930.75","922.50","52.24K","0.54%"
"Jul 17, 2013","923.75","918.00","925.25","914.50","42.14K","0.43%"
"Jul 16, 2013","919.75","917.50","923.75","913.50","66.53K","0.35%"
"Jul 15, 2013","916.50","915.25","917.75","910.00","45.27K","0.03%"
"Jul 12, 2013","916.25","908.00","919.00","905.75","79.04K","0.27%"
"Jul 11, 2013","913.75","915.00","923.75","914.75","6.40K","0.00%"
"Jul 10, 2013","913.75","912.00","918.00","910.50","21.20K","0.49%"
"Jul 09, 2013","909.25","910.25","913.00","906.00","33.03K","-0.44%"
"Jul 08, 2013","913.25","916.25","917.50","907.25","25.20K","0.16%"
"Jul 05, 2013","911.75","905.00","916.75","903.75","21.61K","1.05%"
"Jul 04, 2013","902.25","899.25","904.50","897.00","18.03K","-0.11%"
"Jul 03, 2013","903.25","887.00","905.50","887.00","26.70K","2.67%"
"Jul 02, 2013","879.75","880.75","887.00","875.50","51.67K","-0.40%"
"Jul 01, 2013","883.25","879.00","891.75","876.00","44.40K","0.00%"
"Jun 28, 2013","883.25","880.75","888.25","877.75","44.03K","0.06%"
"Jun 27, 2013","882.75","870.25","887.25","870.25","41.19K","2.20%"
"Jun 26, 2013","863.75","865.50","871.75","859.50","48.48K","-0.89%"
"Jun 25, 2013","871.50","862.75","874.00","861.75","55.34K","1.72%"
"Jun 24, 2013","856.75","859.75","869.50","853.00","54.02K","-0.20%"
"Jun 21, 2013","858.50","868.75","877.75","855.00","64.67K","-1.97%"
"Jun 20, 2013","875.75","896.25","896.25","867.25","66.53K","-2.45%"
"Jun 19, 2013","897.75","895.50","902.75","894.25","54.82K","0.56%"
"Jun 18, 2013","892.75","891.50","897.00","887.00","31.64K","-0.14%"
"Jun 17, 2013","894.00","897.75","897.75","888.75","45.69K","-0.36%"
"Jun 14, 2013","897.25","885.75","900.25","883.00","65.70K","2.08%"
"Jun 13, 2013","879.00","870.00","889.00","864.50","117.15K","2.39%"
"Jun 12, 2013","858.50","859.00","868.75","858.75","5.29K","0.00%"
"Jun 11, 2013","858.50","868.25","869.25","856.00","32.18K","-1.24%"
"Jun 10, 2013","869.25","875.00","875.25","867.25","34.04K","-0.69%"
"Jun 07, 2013","875.25","867.00","879.00","860.25","45.13K","1.10%"
"Jun 06, 2013","865.75","870.00","867.50","861.00","39.66K","-0.60%"
"Jun 05, 2013","871.00","866.75","873.50","861.00","58.70K","1.54%"
"Jun 04, 2013","857.75","854.75","867.75","852.00","60.47K","0.41%"
"Jun 03, 2013","854.25","838.25","858.75","834.25","48.98K","1.12%"
"May 31, 2013","844.75","856.75","857.25","838.75","45.61K","-1.63%"
"May 30, 2013","858.75","863.00","865.00","850.75","54.71K","-0.75%"
"May 29, 2013","865.25","875.25","875.25","861.50","62.11K","-1.20%"
"May 28, 2013","875.75","857.75","877.25","857.75","40.87K","2.01%"
"May 27, 2013","858.50","855.50","859.75","853.00","7.91K","0.50%"
"May 24, 2013","854.25","856.00","859.50","850.25","30.57K","0.56%"
"May 23, 2013","849.50","862.00","862.00","846.00","67.30K","-1.99%"
"May 22, 2013","866.75","872.00","872.50","859.50","80.16K","-1.03%"
"May 21, 2013","875.75","882.75","884.25","872.50","48.68K","-0.82%"
"May 20, 2013","883.00","880.50","885.50","873.75","45.31K","0.80%"
"May 17, 2013","876.00","871.00","882.75","868.00","77.31K","0.49%"
"May 16, 2013","871.75","861.75","873.00","856.00","93.52K","2.95%"
"May 15, 2013","846.75","860.75","863.00","843.75","76.53K","-1.63%"
"May 14, 2013","860.75","862.50","865.25","856.00","54.07K","0.00%"
"May 13, 2013","860.75","864.75","868.25","858.50","73.37K","-0.78%"
"May 10, 2013","867.50","868.00","869.50","865.75","11.32K","0.00%"
"May 09, 2013","867.50","867.00","871.00","861.00","35.13K","0.43%"
"May 08, 2013","863.75","864.50","870.25","859.25","44.95K","-0.55%"
"May 07, 2013","868.50","864.50","871.75","861.00","54.34K","1.14%"
"May 06, 2013","858.75","856.00","866.25","853.25","22.92K","0.09%"
"May 03, 2013","858.00","846.00","860.25","841.75","41.84K","2.79%"
"May 02, 2013","834.75","826.25","847.50","826.00","39.21K","1.46%"
"May 01, 2013","822.75","845.75","849.00","820.25","28.74K","-2.72%"
"Apr 30, 2013","845.75","855.75","857.25","842.50","37.50K","-1.37%"
"Apr 29, 2013","857.50","857.00","860.00","851.00","42.04K","-0.15%"
"Apr 26, 2013","858.75","862.00","862.75","853.25","37.19K","0.15%"
"Apr 25, 2013","857.50","850.00","865.25","849.25","39.82K","1.18%"
"Apr 24, 2013","847.50","840.25","853.00","839.50","38.72K","0.95%"
"Apr 23, 2013","839.50","842.00","842.00","828.00","49.26K","0.33%"
"Apr 22, 2013","836.75","833.00","845.75","830.75","36.61K","0.51%"
"Apr 19, 2013","832.50","833.75","841.25","829.25","45.76K","0.51%"
"Apr 18, 2013","828.25","823.50","837.50","815.50","66.13K","0.36%"
"Apr 17, 2013","825.25","842.50","844.00","818.75","57.18K","-1.26%"
"Apr 16, 2013","835.75","839.00","846.00","832.50","62.18K","-1.36%"
"Apr 15, 2013","847.25","861.50","862.75","838.25","62.66K","-1.02%"
"Apr 12, 2013","856.00","877.00","878.00","852.25","73.85K","-3.28%"
"Apr 11, 2013","885.00","886.50","889.00","883.75","7.71K","0.00%"
"Apr 10, 2013","885.00","887.50","892.75","882.25","39.68K","0.74%"
"Apr 09, 2013","878.50","883.50","888.75","877.25","43.79K","-0.26%"
"Apr 08, 2013","880.75","875.50","889.75","874.75","43.20K","0.09%"
"Apr 05, 2013","880.00","894.00","895.50","873.25","39.18K","-0.90%"
"Apr 04, 2013","888.00","904.50","907.50","885.25","48.10K","-2.71%"
"Apr 03, 2013","912.75","928.00","928.50","901.25","37.85K","-1.80%"
"Apr 02, 2013","929.50","928.25","935.00","924.00","35.58K","1.14%"
"Apr 01, 2013","919.00","919.00","931.00","912.25","11.21K","0.38%"
"Mar 28, 2013","915.50","917.75","920.25","911.75","34.35K","0.52%"
"Mar 27, 2013","910.75","909.75","917.50","905.25","38.46K","0.97%"
"Mar 26, 2013","902.00","901.75","910.25","901.25","44.05K","0.14%"
"Mar 25, 2013","900.75","897.00","913.75","896.00","43.66K","0.25%"
"Mar 22, 2013","898.50","900.00","902.00","895.25","42.69K","0.03%"
"Mar 21, 2013","898.25","904.00","906.50","895.75","39.53K","-0.06%"
"Mar 20, 2013","898.75","896.25","907.50","895.50","43.00K","-0.14%"
"Mar 19, 2013","900.00","915.00","917.50","892.75","60.60K","-1.42%"
"Mar 18, 2013","913.00","918.00","918.00","903.50","45.70K","-0.54%"
"Mar 15, 2013","918.00","912.75","924.25","912.00","49.18K","0.91%"
"Mar 14, 2013","909.75","910.25","916.00","905.50","64.61K","-0.30%"
"Mar 13, 2013","912.50","924.75","926.50","907.75","102.23K","-1.35%"
"Mar 12, 2013","925.00","924.25","924.75","920.50","7.60K","0.00%"
"Mar 11, 2013","925.00","925.50","928.50","921.75","30.05K","0.05%"
"Mar 08, 2013","924.50","931.25","934.75","923.25","30.91K","-0.70%"
"Mar 07, 2013","931.00","927.50","934.25","926.00","26.94K","0.43%"
"Mar 06, 2013","927.00","934.00","936.00","925.00","32.30K","0.24%"
"Mar 05, 2013","924.75","920.75","933.25","920.75","39.19K","0.63%"
"Mar 04, 2013","919.00","923.50","926.00","915.25","35.62K","-0.16%"
"Mar 01, 2013","920.50","925.75","930.25","917.25","40.76K","-1.89%"
"Feb 28, 2013","938.25","942.50","944.25","925.75","49.76K","-0.64%"
"Feb 27, 2013","944.25","955.75","960.50","938.75","43.99K","-1.31%"
"Feb 26, 2013","956.75","968.00","971.50","951.50","74.16K","-2.25%"
"Feb 25, 2013","978.75","984.50","995.75","967.00","86.79K","0.10%"
"Feb 22, 2013","977.75","978.00","985.00","977.25","35.73K","-0.38%"
"Feb 21, 2013","981.50","992.00","992.50","976.25","55.03K","-1.46%"
"Feb 20, 2013","996.00","1,002.25","1,005.00","990.00","68.37K","-0.38%"
"Feb 19, 2013","999.75","1,008.25","1,008.50","998.00","59.17K","-0.79%"
"Feb 18, 2013","1,007.75","1,010.00","1,012.50","1,003.75","21.98K","0.47%"
"Feb 15, 2013","1,003.00","1,013.00","1,014.00","999.00","67.81K","-0.82%"
"Feb 14, 2013","1,011.25","1,011.50","1,014.75","1,007.25","55.74K","0.02%"
"Feb 13, 2013","1,011.00","1,014.00","1,016.25","1,008.25","67.16K","-1.49%"
"Feb 12, 2013","1,026.25","1,024.00","1,025.25","1,017.25","6.42K","0.00%"
"Feb 11, 2013","1,026.25","1,028.25","1,029.25","1,018.75","27.63K","-0.44%"
"Feb 08, 2013","1,030.75","1,016.50","1,031.75","1,016.00","43.73K","1.60%"
"Feb 07, 2013","1,014.50","1,011.50","1,018.00","1,009.75","30.32K","0.27%"
"Feb 06, 2013","1,011.75","1,011.25","1,013.25","1,002.25","38.69K","0.12%"
"Feb 05, 2013","1,010.50","1,001.25","1,015.00","999.00","37.89K","0.65%"
"Feb 04, 2013","1,004.00","1,005.75","1,007.50","999.50","35.48K","-0.17%"
"Feb 01, 2013","1,005.75","995.00","1,008.50","991.25","38.34K","1.28%"
"Jan 31, 2013","993.00","991.50","996.75","984.75","37.19K","0.23%"
"Jan 30, 2013","990.75","987.50","995.50","986.75","53.63K","0.46%"
"Jan 29, 2013","986.25","974.00","987.50","971.50","42.08K","1.60%"
"Jan 28, 2013","970.75","968.00","977.00","966.00","43.43K","0.23%"
"Jan 25, 2013","968.50","973.25","976.75","967.00","46.52K","-0.77%"
"Jan 24, 2013","976.00","969.75","976.75","968.00","37.82K","0.54%"
"Jan 23, 2013","970.75","970.75","973.50","965.00","61.24K","0.10%"
"Jan 22, 2013","969.75","968.00","973.25","965.00","58.83K","0.54%"
"Jan 21, 2013","964.50","961.75","968.50","959.25","34.05K","0.92%"
"Jan 18, 2013","955.75","956.75","964.00","952.75","45.38K","0.34%"
"Jan 17, 2013","952.50","954.00","960.00","950.00","52.76K","-0.26%"
"Jan 16, 2013","955.00","957.50","959.25","946.50","65.46K","-0.60%"
"Jan 15, 2013","960.75","962.25","966.50","952.75","118.92K","0.65%"
"Jan 14, 2013","954.50","943.00","963.25","943.00","86.27K","1.57%"
"Jan 11, 2013","939.75","954.00","955.00","936.50","110.47K","-0.92%"
"Jan 10, 2013","948.50","953.50","965.00","953.25","3.80K","0.00%"
"Jan 09, 2013","948.50","946.25","953.50","945.75","31.09K","0.34%"
"Jan 08, 2013","945.25","938.50","950.00","936.75","41.16K","0.72%"
"Jan 07, 2013","938.50","932.75","940.00","928.50","35.82K","1.08%"
"Jan 04, 2013","928.50","931.00","933.00","920.25","34.82K","-0.77%"
"Jan 03, 2013","935.75","940.25","941.25","930.50","58.28K","-0.72%"
"Jan 02, 2013","942.50","938.50","948.00","937.50","31.35K","1.67%"
"Dec 31, 2012","927.00","932.00","938.25","925.00","19.46K","-0.64%"
"Dec 28, 2012","933.00","945.00","945.00","932.00","23.81K","-0.48%"
"Dec 27, 2012","937.50","942.00","945.00","937.00","24.35K","-0.40%"
"Dec 26, 2012","941.25","930.00","944.00","925.75","14.53K","1.48%"
"Dec 24, 2012","927.50","933.50","937.00","925.25","15.58K","-0.54%"
"Dec 21, 2012","932.50","944.25","944.25","931.25","32.26K","-0.93%"
"Dec 20, 2012","941.25","938.75","948.25","936.25","47.38K","0.45%"
"Dec 19, 2012","937.00","929.50","941.00","928.25","39.30K","0.94%"
"Dec 18, 2012","928.25","919.25","930.50","919.25","34.82K","0.65%"
"Dec 17, 2012","922.25","925.00","926.75","917.00","35.11K","-0.05%"
"Dec 14, 2012","922.75","915.25","927.00","915.25","46.50K","0.24%"
"Dec 13, 2012","920.50","922.00","924.00","911.75","57.43K","1.88%"
"Dec 12, 2012","903.50","907.00","911.50","906.25","6.76K","0.00%"
"Dec 11, 2012","903.50","899.25","909.25","897.50","21.77K","-0.03%"
"Dec 10, 2012","903.75","905.00","912.25","897.00","41.68K","-0.22%"
"Dec 07, 2012","905.75","913.50","916.00","902.50","31.66K","-0.85%"
"Dec 06, 2012","913.50","926.75","931.50","910.25","36.26K","-1.56%"
"Dec 05, 2012","928.00","932.50","940.00","924.50","29.94K","-0.64%"
"Dec 04, 2012","934.00","945.50","947.00","930.75","37.79K","-1.66%"
"Dec 03, 2012","949.75","948.75","959.75","945.75","32.74K","-0.05%"
"Nov 30, 2012","950.25","949.00","953.25","944.00","25.64K","0.16%"
"Nov 29, 2012","948.75","938.00","953.00","935.00","34.91K","1.80%"
"Nov 28, 2012","932.00","939.75","942.00","928.25","37.57K","-0.88%"
"Nov 27, 2012","940.25","950.25","952.50","935.50","42.07K","-0.82%"
"Nov 26, 2012","948.00","956.00","957.00","946.00","32.11K","-0.39%"
"Nov 23, 2012","951.75","945.50","959.00","943.50","21.32K","0.45%"
"Nov 22, 2012","947.50","953.25","954.00","945.25","15.97K","-0.42%"
"Nov 21, 2012","951.50","949.25","956.75","942.75","50.17K","0.71%"
"Nov 20, 2012","944.75","954.25","958.00","936.00","63.86K","-0.76%"
"Nov 19, 2012","952.00","932.75","958.75","931.50","63.22K","3.42%"
"Nov 16, 2012","920.50","922.00","932.25","919.75","41.03K","-1.13%"
"Nov 15, 2012","931.00","930.00","938.25","918.75","47.27K","0.30%"
"Nov 14, 2012","928.25","920.00","935.75","918.50","54.41K","0.54%"
"Nov 13, 2012","923.25","931.75","932.50","917.75","69.16K","-0.78%"
"Nov 12, 2012","930.50","934.50","936.00","931.00","9.52K","0.00%"
"Nov 09, 2012","930.50","922.75","940.00","916.50","32.16K","1.09%"
"Nov 08, 2012","920.50","928.75","932.00","916.75","28.63K","-1.13%"
"Nov 07, 2012","931.00","949.25","954.50","920.00","34.20K","-0.64%"
"Nov 06, 2012","937.00","932.25","953.75","927.25","40.06K","1.57%"
"Nov 05, 2012","922.50","920.50","935.00","914.00","31.94K","-0.27%"
"Nov 02, 2012","925.00","940.50","947.25","920.50","42.01K","-1.83%"
"Nov 01, 2012","942.25","952.00","955.25","939.75","68.28K","-1.64%"
"Oct 31, 2012","958.00","959.00","965.25","952.00","67.30K","-0.57%"
"Oct 30, 2012","963.50","971.00","974.00","957.00","68.34K","-0.72%"
"Oct 29, 2012","970.50","969.75","981.25","968.25","44.16K","0.21%"
"Oct 26, 2012","968.50","962.25","972.75","956.00","45.08K","1.10%"
"Oct 25, 2012","958.00","955.50","965.50","955.50","48.33K","0.10%"
"Oct 24, 2012","957.00","960.50","969.25","951.50","57.42K","0.24%"
"Oct 23, 2012","954.75","969.00","972.50","953.25","75.08K","-2.30%"
"Oct 22, 2012","977.25","991.00","989.25","968.75","64.25K","-1.93%"
"Oct 19, 2012","996.50","999.00","1,007.00","982.75","57.67K","0.00%"
"Oct 18, 2012","996.50","998.25","1,003.00","989.25","54.96K","-0.03%"
"Oct 17, 2012","996.75","998.00","1,003.75","995.25","68.12K","-0.65%"
"Oct 16, 2012","1,003.25","1,002.50","1,006.25","998.25","77.58K","0.55%"
"Oct 15, 2012","997.75","1,000.25","1,007.75","994.25","71.15K","-0.32%"
"Oct 12, 2012","1,001.00","1,016.00","1,016.00","998.75","85.64K","-2.39%"
"Oct 11, 2012","1,025.50","1,022.25","1,030.00","1,020.75","6.39K","0.00%"
"Oct 10, 2012","1,025.50","1,010.00","1,028.00","1,008.00","40.51K","2.35%"
"Oct 09, 2012","1,002.00","995.00","1,015.75","990.75","37.21K","0.86%"
"Oct 08, 2012","993.50","987.00","996.00","980.75","33.83K","0.40%"
"Oct 05, 2012","989.50","992.50","998.75","982.75","37.15K","1.07%"
"Oct 04, 2012","979.00","960.25","1,000.00","960.25","54.13K","2.11%"
"Oct 03, 2012","958.75","979.75","979.75","955.75","61.88K","-2.14%"
"Oct 02, 2012","979.75","980.50","983.25","975.75","60.13K","-0.28%"
"Oct 01, 2012","982.50","980.75","991.25","977.00","48.09K","0.18%"
"Sep 28, 2012","980.75","988.00","992.25","979.50","49.42K","-0.03%"
"Sep 27, 2012","981.00","969.00","987.50","967.00","48.59K","1.95%"
"Sep 26, 2012","962.25","975.00","975.00","958.75","57.18K","-1.53%"
"Sep 25, 2012","977.25","968.75","981.25","967.25","53.70K","1.14%"
"Sep 24, 2012","966.25","977.50","980.50","963.00","56.41K","-0.87%"
"Sep 21, 2012","974.75","968.25","981.00","968.25","62.73K","1.19%"
"Sep 20, 2012","963.25","955.50","974.50","949.00","77.13K","0.52%"
"Sep 19, 2012","958.25","981.00","988.75","955.50","87.79K","-3.06%"
"Sep 18, 2012","988.50","990.75","995.50","978.25","68.32K","-2.18%"
"Sep 17, 2012","1,010.50","1,009.75","1,014.25","974.00","76.06K","-0.30%"
"Sep 14, 2012","1,013.50","1,000.25","1,019.25","1,000.00","77.06K","0.90%"
"Sep 13, 2012","1,004.50","1,004.75","1,014.75","992.50","82.79K","0.80%"
"Sep 12, 2012","996.50","998.25","1,010.25","998.25","5.03K","0.00%"
"Sep 11, 2012","996.50","986.00","998.75","984.50","30.39K","0.83%"
"Sep 10, 2012","988.25","988.75","991.50","982.50","54.59K","0.28%"
"Sep 07, 2012","985.50","979.75","991.25","975.00","37.68K","-0.53%"
"Sep 06, 2012","990.75","978.50","992.50","978.50","44.33K","0.94%"
"Sep 05, 2012","981.50","987.50","989.25","976.25","43.69K","-1.65%"
"Sep 04, 2012","998.00","1,003.75","1,007.50","987.00","47.58K","-0.35%"
"Sep 03, 2012","1,001.50","996.50","1,004.75","991.25","18.38K","0.65%"
"Aug 31, 2012","995.00","985.00","998.00","983.50","44.03K","1.09%"
"Aug 30, 2012","984.25","980.25","988.25","979.75","32.90K","0.59%"
