"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 22, 2017","412.25","406.25","413.50","404.00","86.73K","-0.24%"
"Jun 21, 2017","413.25","413.75","420.50","402.50","66.01K","0.12%"
"Jun 20, 2017","412.75","420.75","423.25","411.25","94.95K","-2.65%"
"Jun 19, 2017","424.00","422.75","427.25","419.25","56.20K","0.24%"
"Jun 16, 2017","423.00","419.25","426.25","419.25","57.39K","0.95%"
"Jun 15, 2017","419.00","418.75","421.50","417.25","64.51K","0.06%"
"Jun 14, 2017","418.75","427.25","432.00","418.00","94.41K","-1.70%"
"Jun 13, 2017","426.00","424.75","431.75","423.25","94.27K","-0.23%"
"Jun 12, 2017","427.00","427.75","429.00","425.25","8.06K","0.00%"
"Jun 09, 2017","427.00","421.00","429.25","419.25","31.93K","1.30%"
"Jun 08, 2017","421.50","422.00","427.00","417.50","44.07K","0.00%"
"Jun 07, 2017","421.50","432.50","435.25","418.50","46.64K","-1.58%"
"Jun 06, 2017","428.25","435.00","436.00","427.25","61.00K","-0.58%"
"Jun 05, 2017","430.75","439.75","445.50","430.50","41.57K","-1.77%"
"Jun 02, 2017","438.50","442.25","444.50","433.00","44.67K","-2.61%"
"Jun 01, 2017","450.25","451.25","454.50","441.75","51.86K","1.07%"
"May 31, 2017","445.50","460.00","460.00","444.25","74.32K","-2.52%"
"May 30, 2017","457.00","464.00","464.75","455.25","79.45K","-1.98%"
"May 29, 2017","466.25","464.75","468.00","460.75","11.96K","1.08%"
"May 26, 2017","461.25","461.00","465.25","454.25","51.09K","-2.79%"
"May 25, 2017","474.50","480.25","485.50","458.75","97.06K","-1.20%"
"May 24, 2017","480.25","479.50","484.00","476.25","63.16K","0.26%"
"May 23, 2017","479.00","479.00","481.25","472.50","90.60K","0.00%"
"May 22, 2017","479.00","474.25","481.00","474.25","85.29K","1.11%"
"May 19, 2017","473.75","465.00","474.50","464.75","99.12K","1.88%"
"May 18, 2017","465.00","462.00","466.25","452.75","83.44K","0.32%"
"May 17, 2017","463.50","452.00","464.50","451.25","102.01K","1.20%"
"May 16, 2017","458.00","456.00","460.25","452.25","75.73K","-0.22%"
"May 15, 2017","459.00","449.25","464.00","448.75","103.39K","2.28%"
"May 12, 2017","448.75","449.00","452.75","446.75","75.38K","1.07%"
"May 11, 2017","444.00","446.75","451.00","446.75","11.93K","0.00%"
"May 10, 2017","444.00","434.00","448.25","433.25","42.64K","2.42%"
"May 09, 2017","433.50","437.25","440.25","430.50","51.37K","0.81%"
"May 08, 2017","430.00","434.75","438.00","428.75","28.38K","-0.86%"
"May 05, 2017","433.75","423.25","436.00","411.75","42.78K","1.82%"
"May 04, 2017","426.00","440.25","441.75","421.50","70.85K","-3.24%"
"May 03, 2017","440.25","446.50","447.75","437.75","46.21K","-1.51%"
"May 02, 2017","447.00","447.25","455.75","440.25","44.65K","-0.22%"
"May 01, 2017","448.00","454.50","455.25","445.00","16.17K","-1.32%"
"Apr 28, 2017","454.00","458.00","461.00","451.25","49.39K","0.61%"
"Apr 27, 2017","451.25","464.25","464.50","450.75","68.60K","-3.42%"
"Apr 26, 2017","467.25","465.75","468.25","461.50","37.42K","0.75%"
"Apr 25, 2017","463.75","466.00","469.75","462.50","57.10K","-0.43%"
"Apr 24, 2017","465.75","467.50","474.25","464.50","57.39K","-0.37%"
"Apr 21, 2017","467.50","476.00","478.25","465.75","51.16K","-1.94%"
"Apr 20, 2017","476.75","478.00","481.75","474.25","74.39K","-2.26%"
"Apr 19, 2017","487.75","489.75","493.00","474.25","66.04K","-0.71%"
"Apr 18, 2017","491.25","494.50","495.00","487.75","84.63K","-1.31%"
"Apr 17, 2017","497.75","494.75","498.25","493.25","23.43K","-0.05%"
"Apr 13, 2017","498.00","497.50","500.25","494.75","55.51K","1.12%"
"Apr 12, 2017","492.50","498.00","502.00","498.00","9.15K","0.00%"
"Apr 11, 2017","492.50","495.50","497.00","491.25","49.11K","-0.20%"
"Apr 10, 2017","493.50","488.00","495.75","487.75","53.37K","1.18%"
"Apr 07, 2017","487.75","485.00","493.50","483.50","38.27K","0.93%"
"Apr 06, 2017","483.25","480.75","485.75","479.50","47.12K","0.47%"
"Apr 05, 2017","481.00","479.75","487.50","478.75","42.30K","0.68%"
"Apr 04, 2017","477.75","469.50","480.00","467.25","45.67K","1.54%"
"Apr 03, 2017","470.50","473.00","476.00","469.25","36.82K","0.21%"
"Mar 31, 2017","469.50","469.25","474.25","465.50","39.92K","-0.11%"
"Mar 30, 2017","470.00","465.75","470.75","462.50","53.21K","1.35%"
"Mar 29, 2017","463.75","458.00","466.25","458.00","51.72K","0.87%"
"Mar 28, 2017","459.75","452.25","462.25","452.00","68.40K","1.88%"
"Mar 27, 2017","451.25","453.50","454.00","445.25","47.57K","0.50%"
"Mar 24, 2017","449.00","449.50","454.25","448.00","48.95K","-0.28%"
"Mar 23, 2017","450.25","451.00","453.75","448.00","68.36K","0.73%"
"Mar 22, 2017","447.00","450.75","453.25","444.00","87.64K","-1.38%"
"Mar 21, 2017","453.25","456.00","462.00","451.25","56.19K","-1.15%"
"Mar 20, 2017","458.50","456.75","459.50","452.00","63.38K","0.38%"
"Mar 17, 2017","456.75","455.00","460.50","454.75","62.13K","0.38%"
"Mar 16, 2017","455.00","457.75","463.25","454.50","61.20K","0.00%"
"Mar 15, 2017","455.00","454.50","460.00","453.50","73.88K","1.56%"
"Mar 14, 2017","448.00","452.25","458.00","446.75","99.20K","-1.59%"
"Mar 13, 2017","455.25","455.50","457.75","451.50","92.94K","-0.92%"
"Mar 10, 2017","459.50","465.00","465.00","461.50","5.00K","0.00%"
"Mar 09, 2017","459.50","476.00","476.00","457.00","43.70K","-4.77%"
"Mar 08, 2017","482.50","486.50","487.75","466.50","43.02K","-1.08%"
"Mar 07, 2017","487.75","487.25","494.25","485.75","51.11K","0.21%"
"Mar 06, 2017","486.75","484.75","489.75","482.25","49.35K","0.57%"
"Mar 03, 2017","484.00","481.25","486.75","480.75","39.50K","0.00%"
"Mar 02, 2017","484.00","493.25","494.25","480.25","91.65K","-2.57%"
"Mar 01, 2017","496.75","493.75","501.25","492.50","55.03K","1.53%"
"Feb 28, 2017","489.25","497.00","498.00","488.00","81.72K","-1.61%"
"Feb 27, 2017","497.25","495.00","501.50","494.25","32.97K","0.56%"
"Feb 24, 2017","494.50","498.00","500.00","492.50","50.64K","-1.10%"
"Feb 23, 2017","500.00","495.00","505.75","495.00","57.02K","2.15%"
"Feb 22, 2017","489.50","498.00","499.50","487.50","70.27K","-2.44%"
"Feb 21, 2017","501.75","495.75","505.00","495.75","58.65K","0.85%"
"Feb 20, 2017","497.50","494.25","500.00","493.25","28.51K","1.53%"
"Feb 17, 2017","490.00","492.75","494.00","488.00","35.97K","-0.20%"
"Feb 16, 2017","491.00","494.00","498.50","489.00","65.34K","-0.61%"
"Feb 15, 2017","494.00","493.75","498.00","491.50","46.66K","-0.65%"
"Feb 14, 2017","497.25","490.75","500.00","490.25","63.22K","1.27%"
"Feb 13, 2017","491.00","503.25","503.50","489.50","83.95K","0.05%"
"Feb 10, 2017","490.75","491.00","495.75","490.25","7.57K","0.00%"
"Feb 09, 2017","490.75","491.75","497.25","489.25","39.26K","0.05%"
"Feb 08, 2017","490.50","483.00","493.00","482.50","40.02K","0.98%"
"Feb 07, 2017","485.75","491.50","492.00","482.75","43.71K","-1.77%"
"Feb 06, 2017","494.50","499.25","501.75","489.50","34.44K","-0.50%"
"Feb 03, 2017","497.00","499.00","500.25","493.00","41.44K","-0.75%"
"Feb 02, 2017","500.75","499.50","507.25","495.00","33.26K","0.50%"
"Feb 01, 2017","498.25","487.75","501.00","486.75","57.00K","0.91%"
"Jan 31, 2017","493.75","485.00","494.75","483.25","55.81K","1.86%"
"Jan 30, 2017","484.75","484.50","489.25","482.25","27.12K","-0.10%"
"Jan 27, 2017","485.25","491.75","494.75","480.75","45.15K","-1.77%"
"Jan 26, 2017","494.00","486.25","495.00","484.25","64.15K","1.28%"
"Jan 25, 2017","487.75","488.00","489.50","482.50","35.73K","-0.15%"
"Jan 24, 2017","488.50","485.50","491.25","484.25","48.21K","0.62%"
"Jan 23, 2017","485.50","488.50","489.75","480.75","65.51K","-0.82%"
"Jan 20, 2017","489.50","479.50","492.50","478.50","63.17K","2.09%"
"Jan 19, 2017","479.50","479.50","483.25","477.00","54.82K","-1.29%"
"Jan 18, 2017","485.75","487.25","490.50","473.75","92.56K","-1.02%"
"Jan 17, 2017","490.75","490.25","500.00","486.50","75.31K","0.77%"
"Jan 16, 2017","487.00","486.50","490.50","484.50","56.77K","-0.10%"
"Jan 13, 2017","487.50","492.50","495.25","486.00","77.23K","1.14%"
"Jan 12, 2017","482.00","484.00","488.75","483.75","5.99K","0.00%"
"Jan 11, 2017","482.00","470.00","488.00","470.00","33.03K","1.96%"
"Jan 10, 2017","472.75","478.50","482.50","468.75","39.71K","-2.12%"
"Jan 09, 2017","483.00","495.25","496.00","476.75","33.17K","-2.08%"
"Jan 06, 2017","493.25","494.50","500.00","488.50","28.59K","1.02%"
"Jan 05, 2017","488.25","492.00","498.25","487.50","50.25K","-0.46%"
"Jan 04, 2017","490.50","491.75","494.75","484.25","47.20K","-0.66%"
"Jan 03, 2017","493.75","503.75","514.50","487.50","63.97K","-1.45%"
"Dec 30, 2016","501.00","502.50","504.25","499.25","20.40K","-0.35%"
"Dec 29, 2016","502.75","500.50","505.50","500.50","31.28K","0.45%"
"Dec 28, 2016","500.50","498.25","504.75","497.50","31.15K","-0.10%"
"Dec 27, 2016","501.00","488.75","503.00","487.25","22.45K","3.46%"
"Dec 23, 2016","484.25","486.00","492.00","481.50","25.60K","-0.62%"
"Dec 22, 2016","487.25","481.00","490.00","477.50","40.23K","0.21%"
"Dec 21, 2016","486.25","491.50","492.50","479.25","55.54K","-1.07%"
"Dec 20, 2016","491.50","487.00","492.50","484.25","55.64K","0.92%"
"Dec 19, 2016","487.00","487.00","493.50","484.50","39.37K","-0.66%"
"Dec 16, 2016","490.25","480.50","491.00","476.75","56.41K","3.26%"
"Dec 15, 2016","474.75","480.00","484.75","474.00","71.67K","-2.76%"
"Dec 14, 2016","488.25","488.00","493.50","478.00","76.22K","-0.36%"
"Dec 13, 2016","490.00","491.50","496.00","487.00","70.48K","3.59%"
"Dec 12, 2016","473.00","477.00","499.00","477.00","9.85K","0.00%"
"Dec 09, 2016","473.00","469.75","476.50","468.25","33.70K","1.34%"
"Dec 08, 2016","466.75","465.25","471.50","462.50","36.82K","-0.37%"
"Dec 07, 2016","468.50","470.50","470.50","462.50","47.63K","-0.48%"
"Dec 06, 2016","470.75","474.25","477.00","466.50","58.75K","-1.31%"
"Dec 05, 2016","477.00","473.75","482.75","471.50","42.22K","0.42%"
"Dec 02, 2016","475.00","473.50","477.25","464.25","38.30K","0.32%"
"Dec 01, 2016","473.50","450.75","477.25","450.75","60.65K","5.63%"
"Nov 30, 2016","448.25","424.25","457.50","424.00","69.22K","5.35%"
"Nov 29, 2016","425.50","440.00","440.00","421.25","46.43K","-3.35%"
"Nov 28, 2016","440.25","426.00","444.75","419.25","56.66K","1.79%"
"Nov 25, 2016","432.50","444.75","445.50","425.75","44.79K","-2.64%"
"Nov 24, 2016","444.25","445.00","446.00","442.00","35.38K","-0.34%"
"Nov 23, 2016","445.75","449.00","450.50","443.25","70.74K","0.11%"
"Nov 22, 2016","445.25","449.75","455.75","441.75","82.93K","-0.39%"
"Nov 21, 2016","447.00","427.50","449.00","426.00","76.63K","5.42%"
"Nov 18, 2016","424.00","420.75","428.75","418.00","72.78K","0.12%"
"Nov 17, 2016","423.50","419.25","431.00","418.25","70.74K","0.53%"
"Nov 16, 2016","421.25","423.00","425.75","417.00","65.62K","1.02%"
"Nov 15, 2016","417.00","405.50","425.75","405.50","70.60K","3.80%"
"Nov 14, 2016","401.75","408.50","410.75","400.25","67.16K","-1.23%"
"Nov 11, 2016","406.75","418.50","420.00","405.25","75.49K","-2.69%"
"Nov 10, 2016","418.00","420.75","424.50","418.75","6.81K","0.00%"
"Nov 09, 2016","418.00","421.00","425.25","410.00","44.59K","-0.42%"
"Nov 08, 2016","419.75","422.25","425.25","417.00","37.66K","0.48%"
"Nov 07, 2016","417.75","417.25","423.75","416.00","32.42K","0.00%"
"Nov 04, 2016","417.75","423.50","425.50","414.25","28.45K","-1.12%"
"Nov 03, 2016","422.50","427.50","429.75","420.25","24.05K","0.00%"
"Nov 02, 2016","422.50","435.25","436.50","421.50","37.96K","-3.26%"
"Nov 01, 2016","436.75","443.75","453.00","434.50","104.28K","-0.80%"
"Oct 31, 2016","440.25","455.00","458.50","438.00","51.29K","-4.60%"
"Oct 28, 2016","461.50","462.50","463.50","453.25","18.97K","-0.75%"
"Oct 27, 2016","465.00","459.00","466.75","457.50","29.82K","0.70%"
"Oct 26, 2016","461.75","458.50","465.00","455.50","61.34K","-0.16%"
"Oct 25, 2016","462.50","468.25","470.75","458.00","40.78K","-0.38%"
"Oct 24, 2016","464.25","467.50","468.75","459.00","36.71K","-0.05%"
"Oct 21, 2016","464.50","461.50","467.50","459.75","37.90K","0.60%"
"Oct 20, 2016","461.75","469.25","469.75","458.50","40.14K","-2.43%"
"Oct 19, 2016","473.25","467.50","475.50","467.25","54.84K","2.88%"
"Oct 18, 2016","460.00","462.25","468.00","459.00","54.01K","0.33%"
"Oct 17, 2016","458.50","463.75","466.00","456.50","53.42K","-0.60%"
"Oct 14, 2016","461.25","468.50","471.50","460.75","64.39K","-0.97%"
"Oct 13, 2016","465.75","462.75","470.00","459.00","74.19K","-0.53%"
"Oct 12, 2016","468.25","469.25","470.50","465.00","9.41K","0.00%"
"Oct 11, 2016","468.25","473.75","475.50","464.50","42.27K","-1.63%"
"Oct 10, 2016","476.00","465.00","480.00","460.75","38.39K","1.87%"
"Oct 07, 2016","467.25","470.50","472.50","459.75","26.47K","-0.27%"
"Oct 06, 2016","468.50","463.00","470.50","459.50","27.67K","0.70%"
"Oct 05, 2016","465.25","458.00","467.25","457.50","42.00K","1.92%"
"Oct 04, 2016","456.50","452.75","459.25","447.75","36.93K","1.84%"
"Oct 03, 2016","448.25","448.00","455.25","445.50","36.56K","0.34%"
"Sep 30, 2016","446.75","442.75","450.00","436.75","41.13K","0.45%"
"Sep 29, 2016","444.75","437.50","448.50","430.75","45.33K","6.91%"
"Sep 28, 2016","416.00","413.50","437.75","411.75","56.30K","1.46%"
"Sep 27, 2016","410.00","421.75","423.75","409.25","54.96K","-3.70%"
"Sep 26, 2016","425.75","416.00","428.75","410.50","57.69K","0.06%"
"Sep 23, 2016","425.50","425.75","433.00","411.00","60.84K","-0.47%"
"Sep 22, 2016","427.50","420.25","428.50","420.00","54.92K","2.21%"
"Sep 21, 2016","418.25","415.00","423.50","414.50","71.86K","1.21%"
"Sep 20, 2016","413.25","407.75","414.00","402.50","84.16K","-1.20%"
"Sep 19, 2016","418.25","409.25","418.50","407.25","63.46K","1.39%"
"Sep 16, 2016","412.50","412.75","414.25","406.75","63.52K","-0.60%"
"Sep 15, 2016","415.00","407.00","417.75","404.75","90.10K","1.47%"
"Sep 14, 2016","409.00","416.75","419.75","404.50","90.10K","-1.68%"
"Sep 13, 2016","416.00","423.25","424.75","415.00","117.27K","-0.78%"
"Sep 12, 2016","419.25","408.50","409.75","404.25","5.54K","0.00%"
"Sep 09, 2016","419.25","428.00","428.00","409.50","31.18K","-1.99%"
"Sep 08, 2016","427.75","417.00","431.00","415.75","31.53K","4.14%"
"Sep 07, 2016","410.75","409.25","417.75","406.00","48.58K","0.67%"
"Sep 06, 2016","408.00","413.50","417.50","403.50","33.86K","-1.51%"
"Sep 05, 2016","414.25","407.25","429.50","405.00","28.60K","1.16%"
"Sep 02, 2016","409.50","402.00","410.25","398.25","31.97K","1.87%"
"Sep 01, 2016","402.00","411.50","414.00","398.25","44.06K","-3.02%"
"Aug 31, 2016","414.50","426.25","427.25","409.25","34.44K","-3.15%"
"Aug 30, 2016","428.00","431.75","437.75","426.00","42.53K","-0.64%"
"Aug 29, 2016","430.75","433.50","435.25","428.25","21.24K","-1.60%"
"Aug 26, 2016","437.75","440.00","445.25","432.00","42.72K","0.11%"
"Aug 25, 2016","437.25","435.50","440.00","429.25","53.49K","1.22%"
"Aug 24, 2016","432.00","437.25","439.75","431.00","48.71K","-1.87%"
"Aug 23, 2016","440.25","433.50","442.25","427.75","60.58K","1.03%"
"Aug 22, 2016","435.75","443.50","444.50","433.75","52.91K","-1.30%"
"Aug 19, 2016","441.50","447.50","448.75","440.50","47.34K","-0.17%"
"Aug 18, 2016","442.25","435.50","447.75","433.75","63.89K","2.85%"
"Aug 17, 2016","430.00","426.25","436.75","423.50","90.92K","0.29%"
"Aug 16, 2016","428.75","424.25","429.75","421.50","67.71K","1.48%"
"Aug 15, 2016","422.50","414.25","426.25","412.75","62.32K","3.17%"
"Aug 12, 2016","409.50","406.00","414.25","400.75","56.09K","7.69%"
"Aug 11, 2016","380.25","377.50","383.00","377.00","7.22K","0.00%"
"Aug 10, 2016","380.25","384.00","392.75","378.25","34.55K","-1.68%"
"Aug 09, 2016","386.75","385.50","392.25","382.25","21.93K","0.72%"
"Aug 08, 2016","384.00","378.75","389.75","378.25","31.73K","3.09%"
"Aug 05, 2016","372.50","376.25","380.00","371.50","26.59K","1.57%"
"Aug 04, 2016","366.75","370.25","378.25","362.00","38.08K","0.89%"
"Aug 03, 2016","363.50","357.75","370.00","355.50","37.43K","1.75%"
"Aug 02, 2016","357.25","357.75","368.50","353.50","37.71K","0.00%"
"Aug 01, 2016","357.25","370.25","374.75","353.50","40.46K","-3.77%"
"Jul 29, 2016","371.25","370.75","374.25","364.75","32.26K","-0.67%"
"Jul 28, 2016","373.75","378.00","380.25","370.00","37.64K","-2.22%"
"Jul 27, 2016","382.25","384.50","388.00","376.75","42.43K","-1.04%"
"Jul 26, 2016","386.25","387.25","390.25","383.50","46.05K","-0.52%"
"Jul 25, 2016","388.25","398.00","399.75","386.25","52.70K","-1.77%"
"Jul 22, 2016","395.25","403.25","404.25","393.25","49.41K","-3.13%"
"Jul 21, 2016","408.00","415.25","416.50","401.25","42.71K","-1.21%"
"Jul 20, 2016","413.00","407.50","417.00","403.00","62.35K","0.92%"
"Jul 19, 2016","409.25","403.00","414.50","402.50","68.00K","1.87%"
"Jul 18, 2016","401.75","413.75","414.50","400.25","68.57K","-2.72%"
"Jul 15, 2016","413.00","409.25","419.50","406.00","76.50K","0.24%"
"Jul 14, 2016","412.00","407.50","415.00","405.75","75.90K","2.04%"
"Jul 13, 2016","403.75","425.25","425.50","403.25","110.11K","-1.04%"
"Jul 12, 2016","408.00","412.25","421.00","410.50","6.62K","0.00%"
"Jul 11, 2016","408.00","406.25","413.25","402.50","29.62K","0.18%"
"Jul 08, 2016","407.25","411.25","414.00","403.25","31.50K","-2.57%"
"Jul 07, 2016","418.00","430.50","435.75","405.25","43.58K","0.18%"
"Jul 06, 2016","417.25","421.75","432.50","415.25","29.35K","-0.24%"
"Jul 05, 2016","418.25","434.25","434.25","416.75","38.51K","-3.96%"
"Jul 04, 2016","435.50","442.50","444.75","433.75","35.80K","0.23%"
"Jul 01, 2016","434.50","437.25","444.25","431.00","65.55K","-1.81%"
"Jun 30, 2016","442.50","448.75","449.75","434.50","54.64K","-1.67%"
"Jun 29, 2016","450.00","437.00","453.50","436.50","61.29K","5.02%"
"Jun 28, 2016","428.50","425.75","437.50","425.00","40.71K","1.84%"
"Jun 27, 2016","420.75","433.75","437.00","418.75","45.68K","-3.28%"
"Jun 24, 2016","435.00","449.25","449.75","425.00","53.49K","-3.17%"
